Segment ID,Source Segment,MT Target Segment,Segment Origin,Comment,Number of Words (Source Segment),Number of Words (Target Segment),Fluency,Fluency Score,Adequacy,Adequacy Score
174,"Desde el lleno de Vistalegre, el partido español VOX, inspirado en los consejos del exasesor de Donald Trump Steve Bannon y el éxito del antiguo Frente Nacional en Francia o la Liga en Italia, aspira a conseguir representación en el Parlamento Europeo gracias a la circunscripción electoral única, lo que supondría un notable estímulo tanto a nivel de exposición pública como para sus finanzas, tal como hizo Podemos en 2014.",전직 도널드 트럼프 컨설턴트 인 스티브 반넌 (Steve Bannon)의 충고와 프랑스의 국가 전선 (National Front) 또는 이탈리아 리그의 성공에 힘 입어 Vistalegre (Vistalegre)가 가득한 이래로 VOX는 선거구 선거구 덕분에 유럽 의회에서 재판을받는 것을 목표로합니다. Podemos가 2014 년에했던 것처럼 공개 노출 수준과 재정 측면에서 중요한 자극이 될 것입니다.,ABC,,70,47,Disfluent,2,Most,3
175,"«Es curioso ver cómo algunos partidos antieuropeos cuando entran en el Gobierno moderan su lenguaje, pero en otros países ocurre todo lo contrario: ",«반유럽 정당이 정부에 들어갈 때 자신들의 언어를 온건하게 비판하는 방법을 알고 싶지만 다른 국가에서는 그 반대가 발생합니다.,ABC,,23,17,Good,3,Little,2
176,"Italia, Hungría y Polonia son diferentes», considera Paul Schmidt, editor del capítulo austriaco del libro «El futuro de Europa - visiones desde las capitales», presentado en el Real Instituto Elcano.","이탈리아, 헝가리, 폴란드는 다르다 ""고 Elcano Royal Institute에서 발표 한""유럽의 미래 - 수도의 전망 ""이라는 오스트리아 지부 편집장 Paul Schmidt가 고려한다.",ABC,,30,21,Good,3,Most,3
177,"Aunque esos partidos van a ser más influyentes, el responsable del apartado español del mismo título, Ignacio Molina (Real Instituto Elcano), cree que será más difícil articular una posición común. ","비록 그 당사자들이 더 영향력이 있지만, 같은 제목의 스페인어 부문 책임자 인 Ignacio Molina (Real Instituto Elcano)는 공동의 입장을 분명히하기가 더 어려울 것이라고 믿는다.",ABC,,30,24,Good,3,Everything,4
178,"«No existe un solo partido euroescéptico, existen veintitantos, cada uno con su sensibilidad. ","""유로 이탈리즘 당이 하나도 없으며, 감성이있는 스무 명의 사람들이 있습니다. ",ABC,,13,10,Incomprehensible,1,None,1
179,"De forma divertida, el partido más euroescéptico extremista húngaro es antieslovaco y el eslovaco, antihúngaro; ","재미있는 방법으로, 대부분의 Eurosceptic 극단적 인 헝가리 당은 반대로 슬로바키아어이고 반대로 헝가리 인 슬로바키아어이다; ",ABC,,15,14,Incomprehensible,1,Little,2
180,"no va a ser tan sencillo ponerlos en común», agrega.","공통점을 두는 것은 그렇게 쉬운 일이 아닙니다. ""라고 그는 덧붙입니다.",ABC,,10,10,Good,3,Most,3
181,"En términos de ingresos fijos, cada eurodiputado recibe un salario de alrededor de 6.600 euros netos al mes, 4.400 para gastos de oficina sin justificar y alrededor de 24.000 para asesores.","고정 수입 측면에서, 각 MEP는 월 6,600 유로의 순이익을, 정당화되지 않은 사무 경비는 4,400, 고문은 약 24,000의 급여를받습니다. ",ABC,,31,18,Flawless,4,Most,3
182,"Además, cada parlamentario tiene ingresos mensuales variables (viajes por día) y una pensión de jubilación del 3.5% del salario por un año completo. ",또한 각 국회의원마다 월별 소득 (일별 출장)이 다양하고 연중 연봉의 3.5 %에 달하는 퇴직 연금이 있습니다. ,ABC,,23,16,Flawless,4,Everything,4
183,«El problema real es cómo controlar este dinero: ,"""진짜 문제는이 돈을 제어하는 ",ABC,,8,6,Good,3,Everything,4
184,"si no va a la sesión plenaria, debería tener menos dinero: ",본회의에 참석하지 않으면 적은 돈을 벌 수 있습니다 :,ABC,,11,9,Flawless,4,Most,3
185,"si asiste a menos del 51% de los votos en las sesiones plenarias, obtendrá la mitad del recorte salarial. ",본회의에서 51 % 미만의 표결에 출석하면 급여 삭감의 절반을 받게됩니다.,ABC,,19,10,Good,3,Everything,4
186,"Luego está la partida pensada para gastos de la oficina, como una nueva impresora o iPad, pero que carece de control. ",그런 다음 새로운 프린터 나 iPad 같은 사무 비용을 위해 고안된 게임이 있지만 통제가 없습니다. ,ABC,,21,15,Flawless,4,Little,2
187,"Eurodiputados de los verdes y socialdemócratas dicen exactamente «pagué 200 euros por un traje», pero no están obligados a hacerlo. ","녹색당과 사회 민주당 원들의 MEP들은 정확하게 ""나는 200 유로를 지불했다""고 말하지만 그렇게 할 의무는 없다. ",ABC,,20,15,Flawless,4,Most,3
188,"Además, hay muchas personas poderosas de fuera de Europa que financian dando enormes subvenciones a estos partidos y tenemos que evitarlo», dicen fuentes del Parlamento Europeo a ABC.","게다가 외부 유럽 출신의 많은 강력한 사람들이이 당사자들에게 거대한 보조금을 제공하고 우리는이를 피할 필요가있다 ""고 유럽 의회 소식통은 ABC에 말했다.",ABC,,28,20,Good,3,Everything,4
189,"Según la Declaración 11 del Tratado de Niza de 2001, la financiación de la UE para los partidos políticos europeos no puede utilizarse para financiar, ni directa ni indirectamente, campañas nacionales. ","2001 년 좋은 조약 (Nice Treaty of 2001)의 선언에 따르면, 유럽 연합 정당에 대한 EU의 기금은 국가 캠페인에 직접 또는 간접적으로 자금을 제공하는 데 사용할 수 없습니다. ",ABC,,31,27,Incomprehensible,1,Little,2
190,"«Mientras que los subsidios europeos debían reforzar el sistema político de la UE y abordar el déficit democrático, los euroescépticos han utilizado principalmente sus recursos para apoyar a sus partidos nacionales», escribe Wouter Wolfs, investigador del Instituto de Gobernanza Pública de KU Leuven, para el Foro contra la corrupción y la integridad de la OCDE, donde resalta la evolución de las formaciones euroescépticas desde hace veinte años, pasando del total boicot a una participación muy intensa en las instituciones y elecciones europeas.","쿠루 벤 (KU Leuven) 공공 거버넌스 연구소의 연구원 인 우스터 울프 스 (Wouter Wolfs)는 ""유럽의 보조금은 EU 정치 체제를 강화하고 민주적 인 적자를 다루어야하지만 Eurosceptics는 자국의 정부를 지원하기 위해 주로 자원을 사용했다"" OECD의 부패와 청렴성 반대 포럼 - 전체 보이콧에서부터 유럽 제도와 선거에 대한 매우 치열한 참여에 이르기까지 20 년 동안 유로 지성 형성의 진화를 강조합니다.",ABC,,82,56,Incomprehensible,1,Little,2
191,"En 2016, Morten Messerschmidt, eurodiputado danés del ahora desaparecido Movimiento por una Europa de Libertades y Democracia (MELD) que utilizó fondos europeos para apoyar campañas nacionales, se vio obligado a devolver este dinero. ","2016 년에, Morten Messerschmidt, 자유주의와 민주주의 (MELD)의 국가 운동을 지원하기 위하여 유럽 기금을 사용한 지금 무효 한 운동의 덴마크 MEP는,이 돈을 돌려 보내야했다.",ABC,,33,23,Disfluent,2,Most,3
192,"«Con Marine Le Pen, los servicios del Parlamento han demostrado claramente que usaron fondos europeos para trabajar en asuntos nacionales. ","""마린 르 펜 (Marine Le Pen)을 통해 의회의 서비스는 유럽의 자금을 사용하여 국가 문제를 해결한다는 것을 분명히 보여주었습니다. ",ABC,,20,18,Flawless,4,Everything,4
193,"En ese caso, la ley es que tienen que devolver este dinero», dice la italiana Mercedes Bresso, vicepresidenta del grupo del Partido Socialista Europeo en el Parlamento. ","이 경우 법안은이 돈을 갚아야한다는 것 ""이라고 의회의 유럽 사회당 당원 인 이탈리아 메르세데스 브레소 (Mercedes Bresso) 부회장은 말했다. ",ABC,,27,19,Disfluent,2,Everything,4
194,"Junto con el alemán Rainer Wieland (Partido Popular Europeo), Bresso lideró una propuesta de resolución sobre la financiación de los partidos políticos y las fundaciones políticas a nivel europeo. ",독일인 Rainer Wieland (유럽 인민당)와 함께 Bresso는 유럽 차원에서 정당 및 정치 재단 자금 조달에 대한 결의안을 주도했습니다. ,ABC,,29,18,Flawless,4,Everything,4
195,La oficina antifraude (OLAF) ya ha llevado casos como este a los tribunales.,부정 방지 사무소 (OLAF)는 이미 이런 경우를 법원에 제기했습니다. ,ABC,,13,9,Flawless,4,Everything,4
196,"Además, el Comité Europeo de Control Presupuestario descubrió que el grupo Europa de las Naciones y la Libertad, donde se agrupan partidos de extrema derecha como el antiguo Frente Nacional francés, la Liga (Italia), el Partido de la Libertad de Austria (FPÖ, socio del Gobierno de Sebastian Kurz en Austria) y el Partido de la Libertad (PVV, Holanda), presuntamente gastó ilegalmente 427.000 euros de fondos de la UE en 2016. ","또한, 유럽 예산 관리위원회 (European Committee of Budgetary Control)는 극단적 인 권리 그룹이 구 프랑스 국가 전선 (French National Front), 리그 (Italy), 오스트리아 자유당 (FPÖ, 오스트리아 세바스티안 쿠르츠 정부의 파트너)와 자유 당 (네덜란드 PVV)은 2016 년 EU 자금 427,000 유로를 불법적으로 보냈다고합니다.",ABC,,70,42,Disfluent,2,Most,3
197,"Lo emplearon en bebidas caras (champagne), cenas y regalos para empleados. ","그들은 고가의 음료 (샴페인), 저녁 식사 및 직원 선물로 사용했다.",ABC,,11,10,Good,3,Everything,4
198,La Comisión de Control Presupuestario del Parlamento Europeo (CONT) recomendó recuperar el dinero a partir de un recorte proporcional en futuros fondos para el grupo Europa de las Naciones y la Libertad.,유럽 ,ABC,,32,19,Good,3,Everything,4
199,«No creo que el Parlamento Europeo esté ahora mejor preparado porque el sistema siempre ha funcionado. ,"""나는 시스템이 항상 일 때문에 유럽 의회는 지금 더 잘 준비라고 생각하지 않습니다. ",ABC,,16,13,Incomprehensible,1,Most,3
200,"Ha destapado fraudes y ahora ha habido un caso en el Tribunal en el que se ha pedido devolver el dinero», dijo Laurin Berresheim, quien prepara el trabajo de Arndt Khon (eurodiputado de los socialdemócratas alemanes) en el Comité de Control Presupuestario. ","그것은 사기를 밝혀 냈고 지금은 재판소에 돈을 돌려 줄 것을 요청한 사례가있다 ""라고 예산 통제위원회의 Arndt Khon (독일 사회 민주주의 자들의 MEP)의 작업을 준비하는 Laurin Berresheim은 말했다.",ABC,,42,27,Disfluent,2,Most,3
201,Este organismo supervisa cómo se gasta el dinero europeo: ,이기구는 유럽의 돈이 어떻게 소비되는지를 감시합니다.,ABC,,9,6,Flawless,4,Everything,4
202,"no solo cómo lo emplean miembros de las instituciones, sino también en lo que se refiere a proyectos europeos. ",기관의 구성원들에 의해 사용되는 방법뿐만 아니라 유럽 프로젝트들에 대해서도 사용됩니다.,ABC,,19,10,Disfluent,2,Most,3
203,"Según Gabriel Richard-Molard, asistente de Bresso y que también trabajó en esta moción, «hace diez años no teníamos un registro de transparencia adecuado ni un reglamento eficaz, tampoco una dirección general de finanzas. ","Bresso의 조수 인 Gabriel Richard-Molard와이 운동에 또한 참여한 사람은 ""10 년 전에 적절한 투명성이나 효과적인 규제 또는 일반적인 금융 방향에 대한 기록이 없었습니다.",ABC,,33,23,Disfluent,2,Most,3
204,"Tuvimos que adaptarnos, sí, definitivamente estamos mejor preparados que antes».","우리는 적응해야했습니다. 예, 우리는 이전보다 확실히 준비가 잘되어 있습니다.",ABC,,10,9,Flawless,4,Everything,4
205,"Para Berresheim, los eurodiputados tienen todas las mismas reglas sobre cómo gastar su dinero; ",Berresheim에게있어 MEP는 돈을 쓰는 법에 대해 모두 동일한 규칙을 가지고 있습니다. “,ABC,,14,12,Flawless,4,Everything,4
206,«pero las reglas no deberían ser más estrictas para los representantes de determinado color político: ,«그러나 어떤 정치적 색채의 대표자들에게는 규칙이 엄격 해져서는 안된다.,ABC,,15,9,Good,3,Everything,4
207,sigue siendo una democracia».,그것은 여전히 ,ABC,,4,4,Good,3,Everything,4
208,"El 13 de septiembre de 2017, la Comisión Europea adoptó una propuesta para enmendar las normas sobre el estatuto y la financiación de los partidos políticos europeos y las fundaciones políticas europeas y con la que se pretende revisar el actual reglamento de 2014, previo a las elecciones europeas de 2019, para atajar varias lagunas legales. ",2017 년 9 월 13 일 유럽 집행위원회는 유럽 정당 및 유럽 정치 기금에 관한 법규 및 기금에 관한 규칙을 개정하고 선거 이전에 현행의 2014 년 규정을 개정하고자하는 제안을 채택했습니다 여러 법적 허점을 다루기 위해 2019 년 유럽인.,ABC,,56,38,Incomprehensible,1,Little,2
209,"«Las enmiendas propuestas se centran en proporcionar más transparencia, mejorar la legitimidad democrática y fortalecer la aplicación de la ley», según el informe sobre estatuto y el financiación de partidos políticos y las fundaciones europeas redactado por Wieland y Bresso. ","""제안 된 개정안은 Wieland와 Bresso에 의해 작성된 정당과 유럽 재단의 법령과 기금에 관한 보고서에 따르면,보다 투명성을 제 공하고, 민주적 정당성을 향상시키고, 법률 적용을 강화하는 데 중점을 둡니다.",ABC,,40,27,Flawless,4,Everything,4
210,"Esta moción, pendiente de la votación en el plenario, establece que particulares ya no pueden patrocinar el registro de un partido político europeo, solo partidos políticos. ",총회에서 투표를 기다리는이 동의안은 개인이 더 이상 유럽 정당의 정당 등록을 후원 할 수 없다는 것을 확증합니다.,ABC,,26,17,Flawless,4,Most,3
211,"«La financiación ahora se vinculará con los resultados reales de las votaciones, haciendo que los partidos políticos europeos sean más europeos», dijo el relator Rainer Wieland en una sesión informativa.","브리핑에서 레이더 위 랜드 (Raidereur Rainer Wieland)는 ""현재 자금 조달은 실제 투표 결과와 연결되어 유럽의 정당을 더욱 유럽 적으로 만든다""고 말했다.",ABC,,30,21,Flawless,4,Everything,4
212,"En 2018, según el informe de Bresso y Wieland, se ha asignado un total de 32,44 millones de euros para subvenciones a los partidos políticos europeos dentro del presupuesto de la UE, y 19,32 millones de euros para subvenciones a fundaciones políticas europeas. ","Bresso와 Wieland 보고서에 따르면 2018 년 EU 예산 내에서 유럽 정당 보조금으로 324.4 백만 유로, 유럽 정치 재단 보조금으로 1,932 만 유로가 할당되었습니다. .",ABC,,43,24,Flawless,4,Most,3
213,"Un donante puede donar un máximo de 18.000 euros al año, sin embargo, los nombres de los donantes solo deben ser publicados para cualquier donación por encima de los 3.000 euros.","기증자는 연간 최대 18,000 유로를 기부 할 수 있지만, 기부자의 이름은 3,000 유로 이상의 기부금으로 만 게시되어야합니다.",ABC,,31,17,Flawless,4,Most,3
214,"Como se hizo eco el portal especializado «EUObserver», dos partidos ultranacionalistas en el Parlamento Europeo ya no tendrán derecho a recibir fondos de la UE después de no cumplir con las condiciones mínimas. ",전문 포털«EU Observer»의 말처럼 유럽 의회에 소속 된 2 개의 초 민족 주의자들은 최소 조건을 충족시키지 못하면 더 이상 EU 기금을받을 자격이 없다.,ABC,,33,23,Flawless,4,Most,3
215,"La autoridad independiente que supervisa los partidos y fundaciones anunció a finales de septiembre que la Alianza de los Movimientos Nacionales Europeos (AEMN) y la Alianza para la Paz y la Libertad (APF), donde se encuentra el UKIP británico, uno de los partidos más denunciados por abusos de los fondos europeos, han sido eliminadas de su lista de registro. ",유럽 연합 운동 연합 (AEMN)과 UKIP가 소재한 평화 자유 연맹 (APF)이 9 월 말에 발표 한 정당과 재단을 총괄하는 독립적 인 당국은 유럽의 자금 남용으로 비난 받아 등록 목록에서 삭제되었습니다.,ABC,,59,30,Flawless,4,Most,3
216,"A este último, ya disuelto, se le impuso la devolución 1,1 millones de euros al Parlamento Europeo por uso indebido de dinero europeo.",이미 해체 된 후자는 유럽의 돈을 오용하여 유럽 의회에 110 만 유로를 상환했다.,ABC,,23,13,Flawless,4,Everything,4
217,"El Parlamento Europeo está discutiendo el nuevo marco financiero plurianual para los años 2021-2027, donde está sobre la mesa la opción de otorgar más capacidad económica a la Autoridad para controlar el uso de los Fondos de la UE. ",유럽 의회는 2021 년에서 2027 년까지의 새로운 다년간 금융 체제에 대해 논의 중이며 EU 당국이 EU 자금 사용을 통제 할 수있는 경제적 능력을 더 많이 부여 할 수있는 방안이 논의되고있다.,ABC,,39,30,Good,3,Everything,4
218,"«En este momento tenemos tres actores diferentes que verifican el uso de los Fondos de la UE: Dirección General de Finanzas (DGFIN), el Comité Independiente de Personas Eminente y también la Autoridad para los Partidos Políticos Europeos y las fundaciones políticas europeas (EUPPF) (...) ","""현재 EU 재무 기금 (DGFIN), 저명한 인물위원회 (Independent Committee of Eminent Persons), 그리고 유럽 정당 및 유럽 정치 재단 (EUPPF) 당국의 EU 기금 사용을 검증하는 3 가지 행위자가있다. (...)",ABC,,44,29,Good,3,Everything,4
219,"Pero aparte de la cuestión de tener una regulación adecuada para evaluar el uso indebido de los fondos europeos para actividades políticas, el punto principal es poder analizar de manera eficiente la forma en que utilizan los Fondos de la UE. ",그러나 정치 자금에 대한 유럽 자금의 오용을 평가할 적절한 규제가있는 문제는 별개로 EU 자금 사용 방법을 효율적으로 분석 할 수있는 것이 주요 포인트입니다.,ABC,,41,23,Flawless,4,Everything,4
220,"Tenemos muy pocos recursos humanos aquí», concluye Bresso.","우리는 여기에 인적 자원이 거의 없다 ""고 Bresso는 결론 지었다.",ABC,,8,10,Flawless,4,Everything,4
221,[HEADLINE] Prevén alta tasa de participación en las elecciones estadounidenses,미국 선거의 높은 참여율 방지,KBS World,,10,5,Flawless,4,Little,2
222,Estados Unidos celebra el martes 6 elecciones de mitad de periodo.,미국은 화요일 6 차례 중간 선거를 실시한다.,KBS World,,11,7,Incomprehensible,1,Most,3
223,"El estado de Vermont fue el primero en abrir las puertas de sus colegios electorales, a las 5 de la madrugada, hora local. ",버몬트 주 (州)는 현지 시간으로 오전 5시에 처음으로 투표소 문을 열었습니다. ,KBS World,,23,11,Flawless,4,Everything,4
224,"Las votaciones comienzan de este a oeste de forma consecutiva por los distintos husos horarios, y los comicios finalizarán al cerrar las urnas en Hawái a las 11 de la noche. ",서로 다른 시간대를 거쳐 동서로 투표가 연속적으로 시작되며 하와이 여론 조사가 밤 11시에 끝나면 선거가 끝납니다.,KBS World,,31,16,Flawless,4,Everything,4
225,"Estos comicios renovarán los 435 escaños de la Cámara de Representantes, 35 de los 100 escaños del Senado y 36 de los 50 gobernadores. ","이 선거는 하원 의원 435 석, 상원 100 석 중 35 석, 상원 50 석 중 36 석을 갱신한다.",KBS World,,23,19,Good,3,Everything,4
226,"Se prevé una tasa de votación extraordinariamente elevada, pues para el pueblo estadounidense es la ocasión de evaluar los primeros dos años de Donald Trump como presidente. ",미국 국민의 경우 도널드 트럼프 (Donald Trump)의 첫 2 년을 대통령으로 평가할 기회이기 때문에 매우 높은 투표율이 예상됩니다.,KBS World,,27,18,Good,3,Everything,4
227,"Si bien la competencia es reñida, los expertos prevén que el Partido Demócrata renovará la mayoría en la cámara baja por primera vez en ocho años -suponiendo un gran obstáculo para Trump, que busca la relección en 2020-, mientras que estiman que el Senado mantendrá el predominio republicano. ",경쟁이 치열한 상황에서 전문가들은 8 년 만에 처음으로 민주당이 하원에서 다수를 갱신 할 것으로 예상한다. 트럼프는 2020 년 재선을 모색하는데 큰 걸림돌이된다. 공화당 우세,KBS World,,48,24,Disfluent,2,Most,3
228,[HEADLINE] Investigan al gobernador de Jeju por presunta violación de la ley electoral,선거법 위반 혐의로 제주 총독을 조사한다.,KBS World,,13,6,Flawless,4,Little,2
229,"El gobernador de Jeju, Won Hee Ryong, fue interrogado por la Policía sospechoso de haber violado la Ley de elecciones a cargos públicos. ",제주도 원희룡 총재는 공직 선거법을 위반 한 것으로 의심되는 경찰이 의문을 제기했다.,KBS World,,23,12,Disfluent,2,Most,3
230,"En concreto, la acusación contra el político se centra en no respetar el periodo oficial de campaña al presentar sus promesas electorales y visiones antes de que el mismo empezara, y por divulgar falsa información al comentar sin pruebas objetivas que en la afluencia masiva de capital chino en el desarrollo urbano de Jeju estuvieron implicados, tanto el político que fue su rival en las elecciones, como un ex gobernador de Jeju. ","특히 정치인에 대한 비난은 공식 선거 운동 기간을 존중하지 않는 데 초점을두고있다. 선거 전의 약속과 비전을 시작하기 전에 제시하고, 중국 자본의 대규모 유입 선거에서 경쟁자였던 정치인이자 전 총재직이었던 제주도의 도시 개발에 참여했다.",KBS World,,72,32,Flawless,4,Little,2
231,El interrogatorio duró nueve horas y Won regresó a casa a las 3:00 de la madrugada del sábado 29. ,"심문은 9 시간 동안 지속되었고, 원 총리는 토요일 29시에 아침 3시에 귀국했다.",KBS World,,19,12,Flawless,4,Most,3
232,[HEADLINE] El presidente Moon Jae In sigue perdiendo apoyo,"문재인 회장, 계속지지를 잃다.",KBS World,,9,4,Flawless,4,Everything,4
233,"La tasa de apoyo al presidente Moon Jae In y a su partido, The Minjoo, cayó al nivel más bajo desde mayo de 2017, mes en que se celebraron elecciones presidenciales prematuras tras la destitución de la ex presidenta Park Geun Hye. ","대통령 문재인 일행의 Minjoo에 대한 지원의 비율 월 2017 년 이후 가장 낮은 수준으로 떨어졌습니다, 전 대통령 박근혜의 축출 이후 한 달 조기 대통령 선거가 일어났다.",KBS World,,42,26,Disfluent,2,Most,3
234,Este es el resultado que arrojó la encuesta realizada por la agencia de estudios de opinión pública Realmeter a 1.005 surcoreanos mayores de edad entre el 13 y el 14 de agosto. ,"이는 여론 조사 기관인 Realmeter가 8 월 13 일에서 14 일 사이에 거주하는 1,005 명의 한국인을 대상으로 실시한 설문 조사의 결과입니다.",KBS World,,32,21,Disfluent,2,Most,3
235,"En ella el mandatario registró un apoyo popular del 55,6%.",그것에서 대통령은 55.6 %의 대중적인 지원을 등록했다.,KBS World,,10,7,Good,3,Everything,4
236,El porcentaje es el más bajo en lo que va de su administración. ,그 비율은 행정부에서 지금까지 최저치이다.,KBS World,,13,5,Flawless,4,Most,3
237,"El descenso se debe, según Realmeter, a la reforma del sistema de pensión nacional y a la confianza de la población en el actual Gobierno, que decrece tras ser declarado inocente el ex gobernador de Chungcheong del Sur, Ahn Hee Jung, en su juicio por abuso sexual. ","Realmeter에 따르면, Realmeter에 따르면, 국민 연금 제도의 개혁과 현 정부의 국민에 대한 신뢰 (무죄로 선언 된 후 감소 함), 남 충의 전 총리 안희정 (An Hee Jung)은 학대에 대한 재판에서 성적인",KBS World,,47,31,Incomprehensible,1,Little,2
238,"Asimismo el partido en el poder, The Minjoo, perdió apoyo al contar con un 37% de respaldo ciudadano, unos tres puntos porcentuales menos que hace una semana. ",또한 권력자 인 민주 (Minjoo)는 일주일 전보다 약 3 % 포인트 낮은 37 % 시민 지원으로지지를 잃었다.,KBS World,,27,17,Disfluent,2,Everything,4
239,"El sondeo presenta un margen de error de 3,1 puntos porcentuales y un nivel de confianza del 95%. ",설문 조사의 오차 범위는 3.1 % 포인트이고 신뢰 수준은 95 %입니다.,KBS World,,18,11,Flawless,4,Everything,4
240,[HEADLINE] Las regionales de 2018 registran la 2ª mayor participación de la historia,2018 지역 주민이 역사상 2 번째로 큰 참여를 기록합니다.,KBS World,,13,9,Good,3,Everything,4
241,"Las elecciones regionales del 13 de junio registraron una participación del 60,2%, según datos provisionales de la Comisión Nacional Electoral. ",6 월 13 일의 지방 선거는 전국 선거위원회 임시 자료에 따르면 60.2 %의 참여율을 기록했다. ,KBS World,,20,15,Flawless,4,Everything,4
242,"Eso significa que de los 42.900.000 ciudadanos con derecho de sufragio, 25.840.000 votaron.","투표권이있는 42,900,000 명의 시민 중 25,840,000 명이 투표했습니다. ",KBS World,,13,8,Flawless,4,Everything,4
243,"Dicha tasa es además la segunda más elevada de la historia después del 68,4% de los primeros comicios regionales celebrados en 1995. ",이 비율은 또한 1995 년에 열린 첫 번째 지방 선거의 68.4 % 이후 역사상 두 번째로 높습니다.,KBS World,,22,17,Flawless,4,Everything,4
244,"Este resultado contradice los pronósticos planteados antes de las elecciones, que vaticinaban una participación relativamente baja al desviarse la atención por la cumbre entre Corea del Norte y Estados Unidos, así como la ya anticipada supremacía del oficialismo sobre la oposición. ","이 결과는 선거 이전의 예측과 반대되는 것으로, 북한과 미국 간의 정상 회담과 반대파에 대한 여당의 예상이 이미 우세한 상황에서 상대적으로 낮은 참가율을 예상했다.",KBS World,,41,23,Good,3,Everything,4
245,"No obstante, se analiza que el interés de la población en la política, que empezó a aumentar a partir de las protestas contra el gobierno de la ex presidenta Park Geun Hye, su destitución, y las elecciones presidenciales prematuras organizadas en mayo de 2017; ",그러나 2017 년 5 월 조직 된 박근혜 (朴 槿 惠) 전 (前) 대통령 정부의 해임과 해임과 대통령 선거에 대한 항의 시위에서부터 시작된 정치인들의 관심이 증가한 것으로 분석된다. ,KBS World,,44,28,Good,3,Everything,4
246,"se tradujo en altas tasas de participación electoral para las regionales, superando incluso el 20% en la votación anticipada. ",지방 선거 투표율이 높았고 조기 투표에서 20 %를 능가했다.,KBS World,,19,9,Good,3,Everything,4
247,"En tanto, en las legislativas parciales, que por primera vez en la historia tuvieron lugar simultáneamente a las regionales, la participación marcó el 60,7%, rebasando en gran medida el 53,9% de las últimas celebradas el 12 de abril del año pasado. ","한편, 역사상 처음으로 지역과 동시에 일어난 부분 입법부에서는 참여율이 60.7 %로 4 월 12 일의 53.9 %를 크게 웃돌았다 과거의",KBS World,,41,20,Disfluent,2,Little,2
248,[HEADLINE] Comienza el recuento electoral,선거 재개가 시작됩니다.,KBS World,,5,3,Flawless,4,None,1
249,"El recuento de votos para las séptimas elecciones regionales comenzó a las 18:30 h del miércoles 13, tras cerrar los centros electorales a las 18:00 h. ",제 7 회 지방 선거의 투표 수는 오후 6시에 투표소 폐쇄 후 수요일 13시 6시 30 분에 시작되었습니다.,KBS World,,26,18,Disfluent,2,Most,3
250,"Según la Comisión Nacional Electoral, 78 mil contadores de votos, 12 mil observadores, 105 mil administradores y 2.500 máquinas para el recuento automatizado de papeletas han sido movilizados para el escrutinio a nivel nacional. ","전국 선거위원회 (National 선거위원회)에 따르면 78000 명의 투표자, 12000 명의 옵서버, 105000 명의 관리자 및 2,500 대의 자동 투표기가 전국 조사를 위해 동원되었습니다.",KBS World,,34,23,Flawless,4,Most,3
251,"Las urnas para la votación anticipada, tanto en persona como por correo, ya fueron trasladadas a los centros de escrutinio escoltadas por los observadores, integrantes del comité electoral y agentes de la policía tras cerrar la votación, mientras que las urnas de hoy también fueron llevadas para el recuento bajo supervisión, tras ser selladas. ","개인 투표와 우편 투표로 투표소를 닫은 후에 옵서버, 선거 위원 및 경찰관이 호송 한 계산 센터로 이미이 투표 용지를 옮겨 놓은 투표 용지가 이미 옮겨졌습니다. 봉인 된 후 감독하에 카운팅하기 위해.",KBS World,,54,31,Incomprehensible,1,Little,2
252,"Asimismo, un representante del comité electoral afirmó que para elevar la transparencia, los contadores verifican la cantidad de papeletas contabilizadas por las máquinas, y todo el proceso de escrutinio es supervisado por observadores seleccionados entre ciudadanos comunes con derecho a voto. ",또한 선거위원회 대표는 투명성을 높이기 위해 회계사들이 기계로 계산 한 투표 수를 확인하고 투표권을 가진 일반 시민들 중에서 선출 된 옵서버가 전체 조사 과정을 감독한다고 밝혔다.,KBS World,,41,26,Flawless,4,Most,3
253,"Se estima que, en algunas circunscripciones, se podrá saber quien ocupará los cargos a partir de las 22:30 h. ",일부 지구에서는 오후 10시 30 분에 시작하는 직책을 누가 차지할 지 알 수 있습니다.,KBS World,,19,14,Good,3,Everything,4